Matrix,n,Experiment,Type,Variant,RangeDecades,Count,SingleTermRows,EmptyRows,Total,Percentage
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,7,2,18,180,342,0.5847953216374269
rajat14,180,FactorAccumulatorIR,"posit<32,2>",Quire,8,4,18,180,342,1.1695906432748537
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,0,252,81,180,1539,16.374269005847953
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,1,783,81,180,1539,50.87719298245614
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,2,171,81,180,1539,11.11111111111111
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,3,81,81,180,1539,5.2631578947368425
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,4,27,81,180,1539,1.7543859649122806
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,5,90,81,180,1539,5.847953216374269
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,6,108,81,180,1539,7.017543859649122
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,7,9,81,180,1539,0.5847953216374269
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Plain,8,18,81,180,1539,1.1695906432748537
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,0,140,45,180,855,16.374269005847953
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,1,435,45,180,855,50.87719298245614
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,2,95,45,180,855,11.11111111111111
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,3,45,45,180,855,5.2631578947368425
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,4,15,45,180,855,1.7543859649122806
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,5,50,45,180,855,5.847953216374269
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,6,60,45,180,855,7.017543859649122
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,7,5,45,180,855,0.5847953216374269
rajat14,180,WorkingPrecisionResidualIR,"posit<32,2>",Quire,8,10,45,180,855,1.1695906432748537
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,0,28,9,180,171,16.374269005847953
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,1,87,9,180,171,50.87719298245614
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,2,19,9,180,171,11.11111111111111
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,3,9,9,180,171,5.2631578947368425
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,4,3,9,180,171,1.7543859649122806
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,5,10,9,180,171,5.847953216374269
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,6,12,9,180,171,7.017543859649122
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,7,1,9,180,171,0.5847953216374269
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Plain,8,2,9,180,171,1.1695906432748537
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,0,28,9,180,171,16.374269005847953
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,1,87,9,180,171,50.87719298245614
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,2,19,9,180,171,11.11111111111111
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,3,9,9,180,171,5.2631578947368425
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,4,3,9,180,171,1.7543859649122806
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,5,10,9,180,171,5.847953216374269
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,6,12,9,180,171,7.017543859649122
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,7,1,9,180,171,0.5847953216374269
rajat14,180,WorkingPrecisionResidualIR,"posit<64,3>",Quire,8,2,9,180,171,1.1695906432748537
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,0,1400,75,301,7450,18.79194630872483
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,1,256,75,301,7450,3.436241610738255
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,2,1165,75,301,7450,15.63758389261745
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,3,2047,75,301,7450,27.476510067114095
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,4,816,75,301,7450,10.953020134228188
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,5,1550,75,301,7450,20.80536912751678
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Plain,6,216,75,301,7450,2.8993288590604025
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Quire,0,1624,87,301,8642,18.79194630872483
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Quire,1,290,87,301,8642,3.3557046979865772
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Quire,2,1354,87,301,8642,15.667669520944226
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Quire,3,2339,87,301,8642,27.06549409858829
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Quire,4,965,87,301,8642,11.166396667438093
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Quire,5,1811,87,301,8642,20.95579726915066
rajat05,301,FactorAccumulatorIR,"posit<16,2>",Quire,6,259,87,301,8642,2.9969914371673223
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Plain,0,168,9,301,894,18.79194630872483
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Plain,1,30,9,301,894,3.3557046979865772
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Plain,2,141,9,301,894,15.771812080536913
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Plain,3,245,9,301,894,27.404921700223714
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Plain,4,98,9,301,894,10.961968680089486
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Plain,5,185,9,301,894,20.69351230425056
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Plain,6,27,9,301,894,3.0201342281879193
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Quire,0,168,9,301,894,18.79194630872483
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Quire,1,30,9,301,894,3.3557046979865772
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Quire,2,141,9,301,894,15.771812080536913
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Quire,3,248,9,301,894,27.74049217002237
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Quire,4,91,9,301,894,10.17897091722595
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Quire,5,186,9,301,894,20.80536912751678
rajat05,301,FactorAccumulatorIR,"posit<32,2>",Quire,6,30,9,301,894,3.3557046979865772
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Plain,0,448,24,301,2384,18.79194630872483
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Plain,1,80,24,301,2384,3.3557046979865772
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Plain,2,376,24,301,2384,15.771812080536913
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Plain,3,653,24,301,2384,27.390939597315437
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Plain,4,259,24,301,2384,10.864093959731544
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Plain,5,493,24,301,2384,20.67953020134228
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Plain,6,75,24,301,2384,3.1459731543624163
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Quire,0,280,15,301,1490,18.79194630872483
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Quire,1,50,15,301,1490,3.3557046979865772
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Quire,2,235,15,301,1490,15.771812080536913
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Quire,3,409,15,301,1490,27.449664429530202
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Quire,4,162,15,301,1490,10.87248322147651
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Quire,5,309,15,301,1490,20.738255033557046
rajat05,301,WorkingPrecisionResidualIR,"posit<32,2>",Quire,6,45,15,301,1490,3.0201342281879193
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Plain,0,56,3,301,298,18.79194630872483
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Plain,1,10,3,301,298,3.3557046979865772
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Plain,2,47,3,301,298,15.771812080536913
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Plain,3,83,3,301,298,27.85234899328859
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Plain,4,28,3,301,298,9.395973154362416
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Plain,5,64,3,301,298,21.476510067114095
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Plain,6,10,3,301,298,3.3557046979865772
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Quire,0,56,3,301,298,18.79194630872483
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Quire,1,10,3,301,298,3.3557046979865772
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Quire,2,47,3,301,298,15.771812080536913
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Quire,3,83,3,301,298,27.85234899328859
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Quire,4,28,3,301,298,9.395973154362416
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Quire,5,64,3,301,298,21.476510067114095
rajat05,301,WorkingPrecisionResidualIR,"posit<64,3>",Quire,6,10,3,301,298,3.3557046979865772
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Plain,0,7636,2376,1157,13822,55.24526117783244
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Plain,1,536,2376,1157,13822,3.877875850094053
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Plain,2,2843,2376,1157,13822,20.568658660107076
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Plain,3,275,2376,1157,13822,1.9895818260743743
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Plain,4,58,2376,1157,13822,0.41962089422659526
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Plain,5,706,2376,1157,13822,5.107799160758211
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Plain,6,1516,2376,1157,13822,10.968021993922731
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Plain,8,8,2376,1157,13822,0.05787874403125452
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Plain,9,20,2376,1157,13822,0.1446968600781363
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Plain,20,112,2376,1157,13822,0.8103024164375633
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Plain,21,112,2376,1157,13822,0.8103024164375633
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Quire,0,6007,1848,1157,10879,55.21647210221528
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Quire,1,539,1848,1157,10879,4.954499494438827
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Quire,2,2113,1848,1157,10879,19.42274106075926
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Quire,3,186,1848,1157,10879,1.7097159665410424
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Quire,4,43,1848,1157,10879,0.3952569169960474
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Quire,5,436,1848,1157,10879,4.007721297913411
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Quire,6,1357,1848,1157,10879,12.473572938689218
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Quire,8,4,1848,1157,10879,0.0367680853019579
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Quire,9,18,1848,1157,10879,0.16545638385881056
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Quire,20,88,1848,1157,10879,0.8088978766430738
rajat19,1157,FactorAccumulatorIR,"posit<16,2>",Quire,21,88,1848,1157,10879,0.8088978766430738
rajat19,1157,FactorAccumulatorIR,"posit<32,2>",Plain,0,2785,840,1157,4945,56.31951466127401
rajat19,1157,FactorAccumulatorIR,"posit<32,2>",Plain,1,185,840,1157,4945,3.7411526794742165
rajat19,1157,FactorAccumulatorIR,"posit<32,2>",Plain,2,990,840,1157,4945,20.020222446916076
rajat19,1157,FactorAccumulatorIR,"posit<32,2>",Plain,3,55,840,1157,4945,1.1122345803842264
rajat19,1157,FactorAccumulatorIR,"posit<32,2>",Plain,4,20,840,1157,4945,0.4044489383215369
rajat19,1157,FactorAccumulatorIR,"posit<32,2>",Plain,5,225,840,1157,4945,4.550050556117291
rajat19,1157,FactorAccumulatorIR,"posit<32,2>",Plain,6,595,840,1157,4945,12.032355915065724
rajat19,1157,FactorAccumulatorIR,"posit<32,2>",Plain,8,3,840,1157,4945,0.06066734074823053
